variable,Aggr,value ,Times [min],x [km],y [km],z [km],Experiment
W,P90,0.401,25,24,12,15.0,450
W,P10,-0.469,160,122,120,8.0,450
W,mean W>0,0.3569999933242798,215,76,50,6.0,450
W,mean W<0,-0.31200000643730164,10,12,62,12.0,450
Reflectivity,P90,18.925,35,38,58,1.0,450
Reflectivity,mean r>0,21.731000900268555,220,128,124,3.0,450
Reflectivity,max r>0,61.36399841308594,20,72,78,5.0,450
Precipitation,P90,15.396,195,80,130,,450
Precipitation,mean r>0,5.995999813079834,55,86,76,,450
Precipitation,max r>0,78.3219985961914,240,8,144,,450
W,P90,0.394,160,70,28,9.0,451
W,P10,-0.456,75,14,20,12.0,451
W,mean W>0,0.3440000116825104,75,12,86,17.0,451
W,mean W<0,-0.3050000071525574,5,42,108,18.0,451
Reflectivity,P90,16.157,235,34,6,6.0,451
Reflectivity,mean r>0,21.878000259399414,210,102,18,1.0,451
Reflectivity,max r>0,60.65299987792969,20,70,76,5.0,451
Precipitation,P90,14.325,235,36,56,,451
Precipitation,mean r>0,5.500999927520752,180,66,126,,451
Precipitation,max r>0,105.2509994506836,240,78,32,,451
W,P90,0.357,30,90,100,11.0,452
W,P10,-0.479,5,150,32,2.0,452
W,mean W>0,0.34599998593330383,70,32,126,16.0,452
W,mean W<0,-0.3109999895095825,5,2,120,10.0,452
Reflectivity,P90,16.321,20,30,104,1.0,452
Reflectivity,mean r>0,22.350000381469727,35,12,136,1.0,452
Reflectivity,max r>0,61.40299987792969,20,72,78,5.0,452
Precipitation,P90,15.223,135,148,134,,452
Precipitation,mean r>0,5.925000190734863,70,102,68,,452
Precipitation,max r>0,98.0979995727539,240,54,144,,452
W,P90,0.373,150,32,136,0.0,453
W,P10,-0.457,180,122,106,10.0,453
W,mean W>0,0.35600000619888306,205,152,60,8.0,453
W,mean W<0,-0.3019999861717224,215,108,66,4.0,453
Reflectivity,P90,18.585,225,72,132,8.0,453
Reflectivity,mean r>0,22.43400001525879,90,66,104,4.0,453
Reflectivity,max r>0,61.277000427246094,20,72,78,5.0,453
Precipitation,P90,16.839,230,18,112,,453
Precipitation,mean r>0,6.4629998207092285,235,146,106,,453
Precipitation,max r>0,122.81199645996094,170,150,6,,453
W,P90,0.381,60,104,132,19.0,454
W,P10,-0.46,5,70,108,2.0,454
W,mean W>0,0.335999995470047,210,124,36,4.0,454
W,mean W<0,-0.3089999854564667,160,144,20,9.0,454
Reflectivity,P90,16.468,195,86,144,5.0,454
Reflectivity,mean r>0,22.090999603271484,185,22,16,1.0,454
Reflectivity,max r>0,61.39400100708008,20,72,78,5.0,454
Precipitation,P90,16.666,75,12,0,,454
Precipitation,mean r>0,6.129000186920166,225,150,116,,454
Precipitation,max r>0,87.16600036621094,240,126,60,,454
W,P90,0.525,210,30,36,2.0,455
W,P10,-0.746,55,58,50,9.0,455
W,mean W>0,0.5139999985694885,90,154,10,2.0,455
W,mean W<0,-0.4620000123977661,140,42,20,16.0,455
Reflectivity,P90,23.005,235,140,28,4.0,455
Reflectivity,mean r>0,22.364999771118164,150,16,130,7.0,455
Reflectivity,max r>0,61.007999420166016,100,156,4,2.0,455
Precipitation,P90,17.648,155,148,34,,455
Precipitation,mean r>0,6.5879998207092285,165,80,0,,455
Precipitation,max r>0,136.0469970703125,240,2,134,,455
W,P90,0.34,85,8,72,0.0,456
W,P10,-0.465,75,56,68,15.0,456
W,mean W>0,0.3089999854564667,90,36,138,19.0,456
W,mean W<0,-0.31299999356269836,125,154,74,8.0,456
Reflectivity,P90,12.655,105,36,76,1.0,456
Reflectivity,mean r>0,21.809999465942383,75,138,144,3.0,456
Reflectivity,max r>0,61.3390007019043,20,72,78,5.0,456
Precipitation,P90,14.453,200,52,48,,456
Precipitation,mean r>0,5.706999778747559,100,154,106,,456
Precipitation,max r>0,135.87899780273438,240,148,0,,456
W,P90,0.327,125,126,154,8.0,457
W,P10,-0.362,210,100,20,16.0,457
W,mean W>0,0.3019999861717224,145,94,26,14.0,457
W,mean W<0,-0.23100000619888306,35,50,102,15.0,457
Reflectivity,P90,13.766,85,98,98,3.0,457
Reflectivity,mean r>0,22.649999618530273,35,82,74,9.0,457
Reflectivity,max r>0,62.09700012207031,20,72,78,5.0,457
Precipitation,P90,19.254,155,12,138,,457
Precipitation,mean r>0,5.820000171661377,185,102,120,,457
Precipitation,max r>0,107.6510009765625,240,144,0,,457
W,P90,0.41,25,118,126,16.0,458
W,P10,-0.487,125,2,150,6.0,458
W,mean W>0,0.367000013589859,20,52,138,14.0,458
W,mean W<0,-0.3160000145435333,130,14,88,9.0,458
Reflectivity,P90,15.962,45,54,138,3.0,458
Reflectivity,mean r>0,22.7450008392334,220,90,130,0.0,458
Reflectivity,max r>0,61.05099868774414,20,72,78,5.0,458
Precipitation,P90,17.45,145,50,56,,458
Precipitation,mean r>0,6.480000019073486,200,60,82,,458
Precipitation,max r>0,156.5760040283203,240,56,142,,458
W,P90,0.366,170,16,10,9.0,459
W,P10,-0.367,150,128,94,7.0,459
W,mean W>0,0.5569999814033508,230,22,42,8.0,459
W,mean W<0,-0.27300000190734863,205,156,106,6.0,459
Reflectivity,P90,21.84,175,36,88,9.0,459
Reflectivity,mean r>0,28.798999786376953,175,66,110,7.0,459
Reflectivity,max r>0,58.99300003051758,190,102,134,5.0,459
Precipitation,P90,5.967,155,92,120,,459
Precipitation,mean r>0,4.283999919891357,225,126,42,,459
Precipitation,max r>0,127.33599853515625,240,86,72,,459
W,P90,0.018,165,26,90,13.0,460
W,P10,-0.018,90,152,56,7.0,460
W,mean W>0,0.014000000432133675,55,22,100,7.0,460
W,mean W<0,-0.013000000268220901,60,154,104,5.0,460
Reflectivity,P90,-30.0,0,0,0,0.0,460
Reflectivity,mean r>0,18.91900062561035,110,86,70,5.0,460
Reflectivity,max r>0,53.025001525878906,35,74,76,4.0,460
Precipitation,P90,0.0,0,0,0,,460
Precipitation,mean r>0,0.19699999690055847,65,78,74,,460
Precipitation,max r>0,16.04599952697754,95,72,78,,460
W,P90,0.018,160,10,134,8.0,461
W,P10,-0.018,45,56,114,9.0,461
W,mean W>0,0.014000000432133675,190,18,112,1.0,461
W,mean W<0,-0.012000000104308128,100,50,34,15.0,461
Reflectivity,P90,-30.0,0,0,0,0.0,461
Reflectivity,mean r>0,19.177000045776367,105,84,72,5.0,461
Reflectivity,max r>0,52.48899841308594,35,74,76,4.0,461
Precipitation,P90,0.0,0,0,0,,461
Precipitation,mean r>0,0.20200000703334808,85,66,80,,461
Precipitation,max r>0,15.230999946594238,100,72,78,,461
W,P90,0.018,125,84,120,13.0,462
W,P10,-0.017,215,16,30,9.0,462
W,mean W>0,0.013000000268220901,110,154,40,12.0,462
W,mean W<0,-0.012000000104308128,105,104,100,18.0,462
Reflectivity,P90,-30.0,0,0,0,0.0,462
Reflectivity,mean r>0,16.30900001525879,50,80,78,7.0,462
Reflectivity,max r>0,52.051998138427734,25,72,78,4.0,462
Precipitation,P90,0.0,0,0,0,,462
Precipitation,mean r>0,0.0989999994635582,80,78,74,,462
Precipitation,max r>0,12.003000259399414,85,70,78,,462
W,P90,0.019,75,118,104,9.0,463
W,P10,-0.019,200,132,28,12.0,463
W,mean W>0,0.014000000432133675,110,10,8,14.0,463
W,mean W<0,-0.013000000268220901,95,92,134,19.0,463
Reflectivity,P90,-30.0,0,0,0,0.0,463
Reflectivity,mean r>0,19.53700065612793,45,80,72,10.0,463
Reflectivity,max r>0,52.875,30,74,76,5.0,463
Precipitation,P90,0.0,0,0,0,,463
Precipitation,mean r>0,0.21899999678134918,65,68,74,,463
Precipitation,max r>0,20.424999237060547,95,72,76,,463
W,P90,0.336,220,4,76,11.0,464
W,P10,-0.432,155,74,118,14.0,464
W,mean W>0,0.4790000021457672,195,0,34,7.0,464
W,mean W<0,-0.2669999897480011,115,86,18,4.0,464
Reflectivity,P90,21.961,85,72,52,9.0,464
Reflectivity,mean r>0,26.45400047302246,170,134,4,6.0,464
Reflectivity,max r>0,60.39500045776367,220,154,82,0.0,464
Precipitation,P90,16.286,135,154,140,,464
Precipitation,mean r>0,5.302000045776367,115,8,20,,464
Precipitation,max r>0,137.8179931640625,235,72,80,,464
W,P90,0.016,110,48,124,4.0,465
W,P10,-0.016,80,108,100,13.0,465
W,mean W>0,0.012000000104308128,75,114,114,0.0,465
W,mean W<0,-0.010999999940395355,110,26,38,17.0,465
Reflectivity,P90,-30.0,0,0,0,0.0,465
Reflectivity,mean r>0,17.740999221801758,50,82,78,9.0,465
Reflectivity,max r>0,49.29199981689453,25,74,76,4.0,465
Precipitation,P90,0.0,0,0,0,,465
Precipitation,mean r>0,0.0860000029206276,95,82,72,,465
Precipitation,max r>0,8.782999992370605,95,72,78,,465
W,P90,0.019,80,2,44,5.0,466
W,P10,-0.019,135,106,2,9.0,466
W,mean W>0,0.014000000432133675,85,50,88,18.0,466
W,mean W<0,-0.013000000268220901,165,32,84,1.0,466
Reflectivity,P90,-30.0,0,0,0,0.0,466
Reflectivity,mean r>0,18.9950008392334,105,86,72,5.0,466
Reflectivity,max r>0,53.016998291015625,35,74,76,4.0,466
Precipitation,P90,0.0,0,0,0,,466
Precipitation,mean r>0,0.20000000298023224,70,76,74,,466
Precipitation,max r>0,16.42099952697754,90,72,78,,466
W,P90,0.024,145,8,70,4.0,467
W,P10,-0.024,175,70,14,18.0,467
W,mean W>0,0.01899999938905239,65,156,0,17.0,467
W,mean W<0,-0.017000000923871994,155,62,112,16.0,467
Reflectivity,P90,-30.0,0,0,0,0.0,467
Reflectivity,mean r>0,19.98699951171875,55,86,78,8.0,467
Reflectivity,max r>0,54.930999755859375,30,74,76,3.0,467
Precipitation,P90,0.0,0,0,0,,467
Precipitation,mean r>0,0.3269999921321869,35,76,76,,467
Precipitation,max r>0,25.945999145507812,105,72,78,,467
W,P90,0.019,185,116,90,1.0,468
W,P10,-0.019,80,36,136,11.0,468
W,mean W>0,0.014000000432133675,150,56,70,15.0,468
W,mean W<0,-0.013000000268220901,95,82,142,10.0,468
Reflectivity,P90,-30.0,0,0,0,0.0,468
Reflectivity,mean r>0,18.95199966430664,95,88,70,5.0,468
Reflectivity,max r>0,53.00400161743164,35,74,76,4.0,468
Precipitation,P90,0.0,0,0,0,,468
Precipitation,mean r>0,0.19900000095367432,80,82,74,,468
Precipitation,max r>0,16.33799934387207,95,72,78,,468
W,P90,0.418,155,42,110,6.0,469
W,P10,-0.534,75,54,50,17.0,469
W,mean W>0,0.4830000102519989,100,60,2,10.0,469
W,mean W<0,-0.3179999887943268,195,124,44,6.0,469
Reflectivity,P90,23.648,205,98,0,5.0,469
Reflectivity,mean r>0,25.132999420166016,70,134,24,1.0,469
Reflectivity,max r>0,60.96200180053711,135,14,8,1.0,469
Precipitation,P90,26.298,195,70,150,,469
Precipitation,mean r>0,8.154999732971191,180,100,116,,469
Precipitation,max r>0,128.0749969482422,240,124,156,,469
W,P90,0.404,125,72,56,18.0,470
W,P10,-0.386,190,22,106,10.0,470
W,mean W>0,0.5879999995231628,45,44,86,14.0,470
W,mean W<0,-0.2849999964237213,35,40,100,5.0,470
Reflectivity,P90,25.023,240,30,2,4.0,470
Reflectivity,mean r>0,29.56599998474121,155,70,58,0.0,470
Reflectivity,max r>0,59.27299880981445,25,72,76,5.0,470
Precipitation,P90,6.409,190,84,42,,470
Precipitation,mean r>0,7.670000076293945,210,120,74,,470
Precipitation,max r>0,146.0229949951172,240,70,78,,470
W,P90,0.394,215,66,100,17.0,471
W,P10,-0.382,115,6,72,9.0,471
W,mean W>0,0.5770000219345093,190,64,94,9.0,471
W,mean W<0,-0.2840000092983246,125,22,130,18.0,471
Reflectivity,P90,24.418,240,68,12,0.0,471
Reflectivity,mean r>0,29.35099983215332,180,116,104,5.0,471
Reflectivity,max r>0,59.73699951171875,30,72,78,5.0,471
Precipitation,P90,6.185,140,58,72,,471
Precipitation,mean r>0,7.500999927520752,110,64,86,,471
Precipitation,max r>0,134.20599365234375,240,70,80,,471
W,P90,0.318,240,78,90,8.0,472
W,P10,-0.325,170,112,66,16.0,472
W,mean W>0,0.5170000195503235,205,50,136,8.0,472
W,mean W<0,-0.2529999911785126,30,44,62,11.0,472
Reflectivity,P90,23.081,195,92,130,9.0,472
Reflectivity,mean r>0,29.44700050354004,170,20,88,1.0,472
Reflectivity,max r>0,60.125,35,74,76,5.0,472
Precipitation,P90,4.13,225,82,16,,472
Precipitation,mean r>0,7.880000114440918,220,92,42,,472
Precipitation,max r>0,148.9290008544922,240,74,76,,472
W,P90,0.409,190,88,132,9.0,473
W,P10,-0.395,85,84,56,1.0,473
W,mean W>0,0.5929999947547913,200,76,146,8.0,473
W,mean W<0,-0.28999999165534973,160,78,128,13.0,473
Reflectivity,P90,24.173,220,86,88,1.0,473
Reflectivity,mean r>0,29.64900016784668,210,120,36,5.0,473
Reflectivity,max r>0,60.01599884033203,160,70,102,5.0,473
Precipitation,P90,7.385,210,140,80,,473
Precipitation,mean r>0,7.48799991607666,205,32,86,,473
Precipitation,max r>0,121.38800048828125,240,88,72,,473
W,P90,0.14,135,34,142,10.0,474
W,P10,-0.146,65,8,90,13.0,474
W,mean W>0,0.20200000703334808,45,106,108,5.0,474
W,mean W<0,-0.12600000202655792,205,4,94,6.0,474
Reflectivity,P90,-30.0,0,0,0,0.0,474
Reflectivity,mean r>0,27.5,220,92,122,0.0,474
Reflectivity,max r>0,59.25299835205078,20,74,76,5.0,474
Precipitation,P90,0.091,230,32,28,,474
Precipitation,mean r>0,2.2699999809265137,235,108,46,,474
Precipitation,max r>0,83.48400115966797,240,48,84,,474
W,P90,0.387,170,34,118,7.0,475
W,P10,-0.374,200,124,102,16.0,475
W,mean W>0,0.5669999718666077,190,64,52,18.0,475
W,mean W<0,-0.2809999883174896,105,78,30,14.0,475
Reflectivity,P90,23.156,170,110,48,6.0,475
Reflectivity,mean r>0,29.219999313354492,225,68,16,1.0,475
Reflectivity,max r>0,59.9010009765625,55,72,80,5.0,475
Precipitation,P90,5.269,230,122,148,,475
Precipitation,mean r>0,6.883999824523926,125,82,104,,475
Precipitation,max r>0,136.7209930419922,240,70,78,,475
W,P90,0.399,65,74,40,10.0,476
W,P10,-0.385,95,90,56,17.0,476
W,mean W>0,0.5879999995231628,205,68,62,1.0,476
W,mean W<0,-0.28600001335144043,70,48,26,9.0,476
Reflectivity,P90,24.836,210,112,74,9.0,476
Reflectivity,mean r>0,29.559999465942383,180,80,128,7.0,476
Reflectivity,max r>0,59.25199890136719,25,72,76,5.0,476
Precipitation,P90,6.017,210,116,78,,476
Precipitation,mean r>0,7.558000087738037,215,122,82,,476
Precipitation,max r>0,142.56700134277344,240,82,76,,476
W,P90,0.345,205,106,126,10.0,477
W,P10,-0.337,180,70,154,15.0,477
W,mean W>0,0.5170000195503235,140,96,108,8.0,477
W,mean W<0,-0.257999986410141,125,28,104,6.0,477
Reflectivity,P90,20.603,100,80,104,4.0,477
Reflectivity,mean r>0,28.986000061035156,200,124,54,3.0,477
Reflectivity,max r>0,59.345001220703125,130,66,84,4.0,477
Precipitation,P90,5.177,215,114,116,,477
Precipitation,mean r>0,6.614999771118164,235,126,136,,477
Precipitation,max r>0,134.23199462890625,240,82,76,,477
W,P90,0.448,165,52,52,4.0,478
W,P10,-0.421,215,26,82,9.0,478
W,mean W>0,0.6399999856948853,125,76,96,11.0,478
W,mean W<0,-0.3070000112056732,135,32,132,1.0,478
Reflectivity,P90,27.764,190,68,142,7.0,478
Reflectivity,mean r>0,29.929000854492188,220,46,136,5.0,478
Reflectivity,max r>0,59.67900085449219,140,84,98,4.0,478
Precipitation,P90,7.949,185,110,116,,478
Precipitation,mean r>0,8.347999572753906,70,72,84,,478
Precipitation,max r>0,146.5279998779297,240,70,78,,478
W,P90,0.085,65,34,156,10.0,479
W,P10,-0.087,185,124,136,9.0,479
W,mean W>0,0.09300000220537186,120,88,142,8.0,479
W,mean W<0,-0.07100000232458115,200,94,12,15.0,479
Reflectivity,P90,-30.0,0,0,0,0.0,479
Reflectivity,mean r>0,27.101999282836914,225,82,58,7.0,479
Reflectivity,max r>0,60.224998474121094,30,76,76,5.0,479
Precipitation,P90,0.0,135,74,52,,479
Precipitation,mean r>0,0.8349999785423279,175,64,84,,479
Precipitation,max r>0,91.33899688720703,240,76,78,,479
W,P90,0.091,65,108,8,4.0,480
W,P10,-0.091,55,8,52,17.0,480
W,mean W>0,0.09200000017881393,70,100,2,8.0,480
W,mean W<0,-0.0729999989271164,165,130,44,9.0,480
Reflectivity,P90,-30.0,0,0,0,0.0,480
Reflectivity,mean r>0,23.905000686645508,145,68,90,9.0,480
Reflectivity,max r>0,59.99700164794922,30,74,78,5.0,480
Precipitation,P90,0.0,150,40,58,,480
Precipitation,mean r>0,0.9049999713897705,215,86,90,,480
Precipitation,max r>0,51.426998138427734,240,74,78,,480
W,P90,0.075,115,148,40,2.0,481
W,P10,-0.075,240,82,138,12.0,481
W,mean W>0,0.06499999761581421,210,36,104,12.0,481
W,mean W<0,-0.0560000017285347,85,52,42,14.0,481
Reflectivity,P90,-30.0,0,0,0,0.0,481
Reflectivity,mean r>0,20.97100067138672,195,74,80,8.0,481
Reflectivity,max r>0,58.96900177001953,30,76,78,5.0,481
Precipitation,P90,0.0,130,110,84,,481
Precipitation,mean r>0,0.6639999747276306,70,72,74,,481
Precipitation,max r>0,45.04999923706055,240,74,78,,481
W,P90,0.161,240,18,58,9.0,482
W,P10,-0.172,195,6,110,8.0,482
W,mean W>0,0.2630000114440918,40,98,98,4.0,482
W,mean W<0,-0.15399999916553497,90,52,138,9.0,482
Reflectivity,P90,-30.0,0,0,0,0.0,482
Reflectivity,mean r>0,26.6299991607666,170,44,52,0.0,482
Reflectivity,max r>0,60.78799819946289,195,92,46,5.0,482
Precipitation,P90,0.042,200,56,88,,482
Precipitation,mean r>0,2.687000036239624,175,92,94,,482
Precipitation,max r>0,79.41400146484375,240,48,110,,482
W,P90,0.072,45,130,120,15.0,483
W,P10,-0.071,80,74,120,6.0,483
W,mean W>0,0.06599999964237213,60,86,142,10.0,483
W,mean W<0,-0.05400000140070915,170,26,126,1.0,483
Reflectivity,P90,-30.0,0,0,0,0.0,483
Reflectivity,mean r>0,22.319000244140625,205,62,88,6.0,483
Reflectivity,max r>0,59.26300048828125,30,76,78,5.0,483
Precipitation,P90,0.0,180,62,106,,483
Precipitation,mean r>0,0.7099999785423279,90,88,72,,483
Precipitation,max r>0,38.132999420166016,240,74,78,,483
W,P90,0.039,145,30,94,14.0,484
W,P10,-0.039,150,152,14,5.0,484
W,mean W>0,0.03099999949336052,230,34,82,7.0,484
W,mean W<0,-0.02800000086426735,130,138,148,1.0,484
Reflectivity,P90,-30.0,0,0,0,0.0,484
Reflectivity,mean r>0,19.916000366210938,85,84,74,8.0,484
Reflectivity,max r>0,56.979000091552734,35,74,78,4.0,484
Precipitation,P90,0.0,0,0,0,,484
Precipitation,mean r>0,0.3149999976158142,95,80,66,,484
Precipitation,max r>0,28.17300033569336,95,74,78,,484
W,P90,0.104,120,154,56,4.0,485
W,P10,-0.11,100,94,6,14.0,485
W,mean W>0,0.1599999964237213,35,74,90,7.0,485
W,mean W<0,-0.09700000286102295,130,110,38,10.0,485
Reflectivity,P90,-30.0,0,0,0,0.0,485
Reflectivity,mean r>0,27.65999984741211,240,94,42,10.0,485
Reflectivity,max r>0,60.433998107910156,30,74,78,5.0,485
Precipitation,P90,0.0,195,76,100,,485
Precipitation,mean r>0,1.8860000371932983,225,84,96,,485
Precipitation,max r>0,73.85099792480469,240,74,78,,485
W,P90,0.175,230,40,24,18.0,486
W,P10,-0.185,140,80,122,10.0,486
W,mean W>0,0.26499998569488525,40,90,46,4.0,486
W,mean W<0,-0.15700000524520874,145,32,32,15.0,486
Reflectivity,P90,-30.0,0,0,0,0.0,486
Reflectivity,mean r>0,28.3700008392334,240,138,56,0.0,486
Reflectivity,max r>0,59.9010009765625,35,74,78,5.0,486
Precipitation,P90,0.148,185,46,32,,486
Precipitation,mean r>0,2.2230000495910645,175,116,74,,486
Precipitation,max r>0,93.86199951171875,240,74,78,,486
W,P90,0.045,135,72,144,9.0,487
W,P10,-0.044,60,0,134,8.0,487
W,mean W>0,0.03500000014901161,90,4,18,3.0,487
W,mean W<0,-0.03099999949336052,95,32,152,12.0,487
Reflectivity,P90,-30.0,0,0,0,0.0,487
Reflectivity,mean r>0,20.40399932861328,85,84,74,3.0,487
Reflectivity,max r>0,59.48500061035156,35,74,78,5.0,487
Precipitation,P90,0.0,0,0,0,,487
Precipitation,mean r>0,0.5,35,72,80,,487
Precipitation,max r>0,39.01300048828125,90,74,78,,487
W,P90,0.079,210,90,102,8.0,488
W,P10,-0.078,175,64,146,0.0,488
W,mean W>0,0.07199999690055847,70,110,10,3.0,488
W,mean W<0,-0.05999999865889549,100,152,122,6.0,488
Reflectivity,P90,-30.0,0,0,0,0.0,488
Reflectivity,mean r>0,22.79400062561035,225,74,78,8.0,488
Reflectivity,max r>0,59.972999572753906,30,74,78,5.0,488
Precipitation,P90,0.0,95,80,102,,488
Precipitation,mean r>0,0.7080000042915344,155,64,82,,488
Precipitation,max r>0,44.05400085449219,240,74,78,,488
W,P90,0.036,65,24,128,11.0,489
W,P10,-0.035,105,144,144,11.0,489
W,mean W>0,0.02800000086426735,60,146,66,6.0,489
W,mean W<0,-0.024000000208616257,200,12,84,16.0,489
Reflectivity,P90,-30.0,0,0,0,0.0,489
Reflectivity,mean r>0,18.566999435424805,80,72,78,1.0,489
Reflectivity,max r>0,57.24300003051758,30,74,78,5.0,489
Precipitation,P90,0.0,0,0,0,,489
Precipitation,mean r>0,0.3580000102519989,70,80,72,,489
Precipitation,max r>0,38.62200164794922,95,74,80,,489
W,P90,0.245,160,144,110,8.0,490
W,P10,-0.251,215,66,146,16.0,490
W,mean W>0,0.3709999918937683,215,98,72,6.0,490
W,mean W<0,-0.1979999989271164,190,132,44,6.0,490
Reflectivity,P90,-3.447,235,152,58,8.0,490
Reflectivity,mean r>0,28.06100082397461,100,68,100,8.0,490
Reflectivity,max r>0,59.88100051879883,200,64,88,4.0,490
Precipitation,P90,1.042,240,100,16,,490
Precipitation,mean r>0,3.7300000190734863,230,138,74,,490
Precipitation,max r>0,97.79499816894531,240,82,82,,490
W,P90,0.233,205,82,110,10.0,491
W,P10,-0.239,190,74,30,3.0,491
W,mean W>0,0.3540000021457672,155,70,128,7.0,491
W,mean W<0,-0.19300000369548798,170,28,56,14.0,491
Reflectivity,P90,-6.217,185,32,88,8.0,491
Reflectivity,mean r>0,27.985000610351562,195,108,40,1.0,491
Reflectivity,max r>0,59.4630012512207,55,68,72,5.0,491
Precipitation,P90,0.844,235,92,10,,491
Precipitation,mean r>0,3.6579999923706055,110,74,56,,491
Precipitation,max r>0,108.96299743652344,240,78,76,,491
W,P90,0.173,180,80,66,16.0,492
W,P10,-0.187,90,86,108,4.0,492
W,mean W>0,0.2919999957084656,110,88,112,2.0,492
W,mean W<0,-0.1589999943971634,125,134,114,6.0,492
Reflectivity,P90,-7.542,210,140,64,1.0,492
Reflectivity,mean r>0,26.753999710083008,195,76,60,10.0,492
Reflectivity,max r>0,58.74800109863281,40,76,76,5.0,492
Precipitation,P90,0.384,235,112,32,,492
Precipitation,mean r>0,3.2709999084472656,240,46,108,,492
Precipitation,max r>0,106.36000061035156,240,76,76,,492
W,P90,0.243,195,22,58,17.0,493
W,P10,-0.251,155,110,126,7.0,493
W,mean W>0,0.367000013589859,125,92,124,16.0,493
W,mean W<0,-0.19699999690055847,205,106,154,9.0,493
Reflectivity,P90,-3.854,100,60,58,1.0,493
Reflectivity,mean r>0,28.10300064086914,40,90,68,8.0,493
Reflectivity,max r>0,58.84700012207031,100,80,92,5.0,493
Precipitation,P90,0.923,230,122,14,,493
Precipitation,mean r>0,3.8320000171661377,210,128,70,,493
Precipitation,max r>0,103.37300109863281,240,72,78,,493
W,P90,0.353,80,106,86,12.0,494
W,P10,-0.346,215,130,30,7.0,494
W,mean W>0,0.5339999794960022,225,60,24,10.0,494
W,mean W<0,-0.2590000033378601,215,130,102,5.0,494
Reflectivity,P90,20.617,185,58,112,1.0,494
Reflectivity,mean r>0,28.332000732421875,75,74,96,11.0,494
Reflectivity,max r>0,59.047000885009766,50,68,74,5.0,494
Precipitation,P90,3.82,190,120,90,,494
Precipitation,mean r>0,5.4029998779296875,200,68,52,,494
Precipitation,max r>0,113.66100311279297,240,70,78,,494
W,P90,0.277,195,116,28,18.0,495
W,P10,-0.283,115,80,42,17.0,495
W,mean W>0,0.41999998688697815,70,92,98,8.0,495
W,mean W<0,-0.2150000035762787,225,8,38,16.0,495
Reflectivity,P90,7.771,175,58,110,5.0,495
Reflectivity,mean r>0,28.551000595092773,165,100,38,3.0,495
Reflectivity,max r>0,59.784000396728516,60,74,84,5.0,495
Precipitation,P90,1.998,165,80,38,,495
Precipitation,mean r>0,4.821000099182129,220,128,40,,495
Precipitation,max r>0,116.95800018310547,240,70,78,,495
W,P90,0.226,225,8,92,14.0,496
W,P10,-0.234,150,76,58,13.0,496
W,mean W>0,0.3400000035762787,170,64,52,5.0,496
W,mean W<0,-0.1850000023841858,145,116,72,14.0,496
Reflectivity,P90,-11.411,215,146,56,8.0,496
Reflectivity,mean r>0,28.100000381469727,155,98,92,12.0,496
Reflectivity,max r>0,59.16699981689453,175,64,86,5.0,496
Precipitation,P90,0.675,180,68,40,,496
Precipitation,mean r>0,3.631999969482422,110,92,74,,496
Precipitation,max r>0,97.6709976196289,240,82,82,,496
W,P90,0.38,145,24,98,15.0,497
W,P10,-0.493,185,108,118,8.0,497
W,mean W>0,0.5059999823570251,65,42,88,16.0,497
W,mean W<0,-0.3109999895095825,160,12,120,5.0,497
Reflectivity,P90,18.632,150,152,28,3.0,497
Reflectivity,mean r>0,26.033000946044922,230,108,154,5.0,497
Reflectivity,max r>0,60.198001861572266,185,108,156,4.0,497
Precipitation,P90,7.67,225,54,56,,497
Precipitation,mean r>0,3.4539999961853027,190,110,142,,497
Precipitation,max r>0,120.3290023803711,240,72,88,,497
W,P90,0.222,60,88,100,13.0,498
W,P10,-0.229,170,86,122,13.0,498
W,mean W>0,0.328000009059906,210,94,82,6.0,498
W,mean W<0,-0.18400000035762787,40,20,64,6.0,498
Reflectivity,P90,-12.455,65,74,60,7.0,498
Reflectivity,mean r>0,27.59600067138672,195,78,72,4.0,498
Reflectivity,max r>0,58.742000579833984,195,64,86,4.0,498
Precipitation,P90,0.666,225,140,106,,498
Precipitation,mean r>0,3.2339999675750732,200,126,102,,498
Precipitation,max r>0,95.54199981689453,240,82,80,,498
W,P90,0.376,20,82,76,19.0,499
W,P10,-0.688,130,50,110,4.0,499
W,mean W>0,0.47099998593330383,80,64,46,17.0,499
W,mean W<0,-0.3959999978542328,195,138,78,7.0,499
Reflectivity,P90,19.284,85,8,140,5.0,499
Reflectivity,mean r>0,23.424999237060547,80,120,90,4.0,499
Reflectivity,max r>0,59.18600082397461,45,76,76,3.0,499
Precipitation,P90,11.661,175,26,150,,499
Precipitation,mean r>0,4.519000053405762,135,150,16,,499
Precipitation,max r>0,105.9469985961914,240,76,76,,499
W,P90,0.044,50,114,106,1.0,500
W,P10,-0.044,140,82,122,10.0,500
W,mean W>0,0.03400000184774399,50,134,112,11.0,500
W,mean W<0,-0.03099999949336052,165,66,34,1.0,500
Reflectivity,P90,-30.0,0,0,0,0.0,500
Reflectivity,mean r>0,20.95599937438965,55,68,76,9.0,500
Reflectivity,max r>0,59.393001556396484,35,74,76,5.0,500
Precipitation,P90,0.0,0,0,0,,500
Precipitation,mean r>0,0.6840000152587891,165,72,84,,500
Precipitation,max r>0,51.69200134277344,215,74,78,,500
W,P90,0.046,155,46,98,13.0,501
W,P10,-0.047,45,138,56,9.0,501
