variable,Aggr,value ,Times [min],x [km],y [km],z [km],Experiment
Precipitation,mean r>0,0.5540000200271606,60,82,76,,931
Precipitation,max r>0,37.340999603271484,100,70,76,,931
W,P90,0.036,60,142,58,17.0,932
W,P10,-0.035,50,38,34,2.0,932
W,mean W>0,0.027000000700354576,130,138,90,1.0,932
W,mean W<0,-0.024000000208616257,170,44,26,14.0,932
Reflectivity,P90,-30.0,0,0,0,0.0,932
Reflectivity,mean r>0,18.31999969482422,100,74,78,3.0,932
Reflectivity,max r>0,57.87799835205078,30,72,76,3.0,932
Precipitation,P90,0.0,85,40,88,,932
Precipitation,mean r>0,0.4950000047683716,60,62,76,,932
Precipitation,max r>0,42.63600158691406,90,70,76,,932
W,P90,0.034,80,12,108,8.0,933
W,P10,-0.034,150,126,110,8.0,933
W,mean W>0,0.026000000536441803,160,36,40,5.0,933
W,mean W<0,-0.023000000044703484,170,28,56,5.0,933
Reflectivity,P90,-30.0,0,0,0,0.0,933
Reflectivity,mean r>0,19.32699966430664,80,100,58,5.0,933
Reflectivity,max r>0,57.8650016784668,30,74,78,4.0,933
Precipitation,P90,0.0,0,0,0,,933
Precipitation,mean r>0,0.5339999794960022,70,86,68,,933
Precipitation,max r>0,44.38199996948242,100,72,78,,933
W,P90,0.034,65,116,124,2.0,934
W,P10,-0.034,35,56,42,1.0,934
W,mean W>0,0.026000000536441803,55,48,10,16.0,934
W,mean W<0,-0.023000000044703484,220,28,60,12.0,934
Reflectivity,P90,-30.0,0,0,0,0.0,934
Reflectivity,mean r>0,20.239999771118164,105,92,86,5.0,934
Reflectivity,max r>0,57.861000061035156,25,74,76,5.0,934
Precipitation,P90,0.0,0,0,0,,934
Precipitation,mean r>0,0.5059999823570251,65,64,74,,934
Precipitation,max r>0,41.75400161743164,95,72,76,,934
W,P90,0.03,115,16,18,12.0,935
W,P10,-0.029,55,124,42,14.0,935
W,mean W>0,0.02199999988079071,145,152,30,9.0,935
W,mean W<0,-0.01899999938905239,40,132,100,5.0,935
Reflectivity,P90,-30.0,0,0,0,0.0,935
Reflectivity,mean r>0,18.802000045776367,75,82,86,7.0,935
Reflectivity,max r>0,55.904998779296875,30,74,76,5.0,935
Precipitation,P90,0.0,0,0,0,,935
Precipitation,mean r>0,0.26100000739097595,95,82,80,,935
Precipitation,max r>0,30.645999908447266,90,72,76,,935
W,P90,0.034,135,144,58,14.0,936
W,P10,-0.034,225,52,2,16.0,936
W,mean W>0,0.026000000536441803,40,28,44,14.0,936
W,mean W<0,-0.023000000044703484,125,128,146,13.0,936
Reflectivity,P90,-30.0,0,0,0,0.0,936
Reflectivity,mean r>0,20.208999633789062,90,90,82,0.0,936
Reflectivity,max r>0,57.85900115966797,25,74,76,5.0,936
Precipitation,P90,0.0,0,0,0,,936
Precipitation,mean r>0,0.5009999871253967,65,78,74,,936
Precipitation,max r>0,41.417999267578125,95,72,76,,936
W,P90,0.026,65,30,84,13.0,937
W,P10,-0.026,230,98,6,11.0,937
W,mean W>0,0.01899999938905239,125,14,142,18.0,937
W,mean W<0,-0.017000000923871994,30,56,94,0.0,937
Reflectivity,P90,-30.0,0,0,0,0.0,937
Reflectivity,mean r>0,19.10700035095215,90,90,80,0.0,937
Reflectivity,max r>0,56.060001373291016,30,74,76,4.0,937
Precipitation,P90,0.0,0,0,0,,937
Precipitation,mean r>0,0.33399999141693115,65,76,78,,937
Precipitation,max r>0,34.4109992980957,90,72,76,,937
W,P90,0.034,65,156,32,9.0,938
W,P10,-0.034,115,86,80,4.0,938
W,mean W>0,0.026000000536441803,50,134,26,14.0,938
W,mean W<0,-0.023000000044703484,155,4,38,3.0,938
Reflectivity,P90,-30.0,0,0,0,0.0,938
Reflectivity,mean r>0,20.28700065612793,80,94,78,4.0,938
Reflectivity,max r>0,57.91899871826172,25,74,76,5.0,938
Precipitation,P90,0.0,0,0,0,,938
Precipitation,mean r>0,0.4950000047683716,70,78,80,,938
Precipitation,max r>0,41.047000885009766,90,72,76,,938
W,P90,0.014,70,26,38,16.0,939
W,P10,-0.014,100,100,82,5.0,939
W,mean W>0,0.010999999940395355,115,146,2,9.0,939
W,mean W<0,-0.010999999940395355,100,76,58,16.0,939
Reflectivity,P90,-30.0,0,0,0,0.0,939
Reflectivity,mean r>0,14.543000221252441,40,78,74,3.0,939
Reflectivity,max r>0,49.191001892089844,25,72,78,3.0,939
Precipitation,P90,0.0,0,0,0,,939
Precipitation,mean r>0,0.035999998450279236,35,64,82,,939
Precipitation,max r>0,3.734999895095825,70,68,80,,939
W,P90,0.432,175,56,58,1.0,940
W,P10,-0.63,140,102,64,6.0,940
W,mean W>0,0.5130000114440918,60,50,40,9.0,940
W,mean W<0,-0.3580000102519989,145,134,38,7.0,940
Reflectivity,P90,25.692,210,86,48,3.0,940
Reflectivity,mean r>0,24.106000900268555,240,132,26,6.0,940
Reflectivity,max r>0,61.058998107910156,95,18,154,5.0,940
Precipitation,P90,17.379,235,10,82,,940
Precipitation,mean r>0,6.383999824523926,170,108,20,,940
Precipitation,max r>0,123.14600372314453,240,72,78,,940
W,P90,0.426,110,72,8,9.0,941
W,P10,-0.66,155,38,14,4.0,941
W,mean W>0,0.5299999713897705,50,138,36,11.0,941
W,mean W<0,-0.36800000071525574,75,4,96,5.0,941
Reflectivity,P90,25.459,45,90,148,1.0,941
Reflectivity,mean r>0,23.735000610351562,50,110,126,1.0,941
Reflectivity,max r>0,59.492000579833984,135,28,130,2.0,941
Precipitation,P90,18.251,235,0,62,,941
Precipitation,mean r>0,6.502999782562256,230,60,20,,941
Precipitation,max r>0,102.77899932861328,240,16,36,,941
W,P90,0.435,215,144,146,2.0,942
W,P10,-0.642,190,80,70,10.0,942
W,mean W>0,0.4749999940395355,205,48,36,11.0,942
W,mean W<0,-0.37700000405311584,145,78,92,4.0,942
Reflectivity,P90,20.558,120,104,60,9.0,942
Reflectivity,mean r>0,23.667999267578125,225,84,86,6.0,942
Reflectivity,max r>0,60.020999908447266,115,62,132,5.0,942
Precipitation,P90,14.141,180,0,142,,942
Precipitation,mean r>0,4.9730000495910645,140,22,112,,942
Precipitation,max r>0,90.36199951171875,230,126,126,,942
W,P90,0.347,160,66,64,13.0,943
W,P10,-0.655,95,66,90,2.0,943
W,mean W>0,0.4309999942779541,125,122,42,7.0,943
W,mean W<0,-0.3700000047683716,220,60,46,6.0,943
Reflectivity,P90,18.804,135,142,114,0.0,943
Reflectivity,mean r>0,23.576000213623047,80,118,14,5.0,943
Reflectivity,max r>0,60.54399871826172,60,70,78,4.0,943
Precipitation,P90,14.056,140,2,104,,943
Precipitation,mean r>0,5.236000061035156,130,8,74,,943
Precipitation,max r>0,99.44499969482422,240,74,80,,943
W,P90,0.191,125,38,60,15.0,944
W,P10,-0.201,75,102,82,7.0,944
W,mean W>0,0.3269999921321869,235,24,112,15.0,944
W,mean W<0,-0.17000000178813934,240,104,32,10.0,944
Reflectivity,P90,-4.686,225,134,82,1.0,944
Reflectivity,mean r>0,28.382999420166016,200,54,86,3.0,944
Reflectivity,max r>0,59.99700164794922,25,74,76,5.0,944
Precipitation,P90,1.597,165,70,116,,944
Precipitation,mean r>0,4.754000186920166,135,74,56,,944
Precipitation,max r>0,115.06500244140625,240,76,84,,944
W,P90,0.477,185,120,112,8.0,945
W,P10,-0.665,195,64,130,7.0,945
W,mean W>0,0.5730000138282776,125,98,10,9.0,945
W,mean W<0,-0.37299999594688416,90,150,96,13.0,945
Reflectivity,P90,26.716,215,38,68,3.0,945
Reflectivity,mean r>0,24.05500030517578,80,12,86,3.0,945
Reflectivity,max r>0,61.03499984741211,130,24,138,3.0,945
Precipitation,P90,21.673,115,104,156,,945
Precipitation,mean r>0,7.666999816894531,95,30,10,,945
Precipitation,max r>0,108.1729965209961,240,24,146,,945
W,P90,0.502,55,8,138,3.0,946
W,P10,-0.651,155,24,80,2.0,946
W,mean W>0,0.5839999914169312,105,76,42,10.0,946
W,mean W<0,-0.3700000047683716,115,150,128,14.0,946
Reflectivity,P90,28.53,115,36,130,3.0,946
Reflectivity,mean r>0,24.73699951171875,230,36,76,3.0,946
Reflectivity,max r>0,60.685001373291016,105,12,58,3.0,946
Precipitation,P90,20.798,230,38,142,,946
Precipitation,mean r>0,7.4679999351501465,115,142,152,,946
Precipitation,max r>0,183.0709991455078,240,72,78,,946
W,P90,0.228,225,108,62,12.0,947
W,P10,-0.24,30,42,56,8.0,947
W,mean W>0,0.3919999897480011,155,68,98,18.0,947
W,mean W<0,-0.1899999976158142,185,16,120,16.0,947
Reflectivity,P90,10.953,225,18,56,5.0,947
Reflectivity,mean r>0,27.893999099731445,225,134,62,2.0,947
Reflectivity,max r>0,58.816001892089844,25,74,76,5.0,947
Precipitation,P90,1.31,230,122,44,,947
Precipitation,mean r>0,5.250999927520752,160,72,106,,947
Precipitation,max r>0,122.74800109863281,240,72,78,,947
W,P90,0.441,160,16,70,3.0,948
W,P10,-0.651,135,150,106,7.0,948
W,mean W>0,0.5260000228881836,160,12,84,9.0,948
W,mean W<0,-0.3709999918937683,80,18,58,10.0,948
Reflectivity,P90,24.861,85,140,42,4.0,948
Reflectivity,mean r>0,23.847999572753906,75,106,124,2.0,948
Reflectivity,max r>0,60.00400161743164,120,76,134,4.0,948
Precipitation,P90,16.38,130,6,12,,948
Precipitation,mean r>0,5.949999809265137,140,40,124,,948
Precipitation,max r>0,97.24299621582031,240,72,78,,948
W,P90,0.043,135,48,44,8.0,949
W,P10,-0.044,35,56,100,0.0,949
W,mean W>0,0.03799999877810478,120,104,44,15.0,949
W,mean W<0,-0.03200000151991844,165,142,92,4.0,949
Reflectivity,P90,-30.0,0,0,0,0.0,949
Reflectivity,mean r>0,20.990999221801758,105,78,84,7.0,949
Reflectivity,max r>0,59.13399887084961,30,74,78,4.0,949
Precipitation,P90,0.0,220,42,146,,949
Precipitation,mean r>0,0.9129999876022339,95,72,74,,949
Precipitation,max r>0,55.441001892089844,175,74,82,,949
W,P90,0.038,210,104,86,8.0,950
W,P10,-0.037,145,54,88,18.0,950
W,mean W>0,0.03099999949336052,185,44,22,8.0,950
W,mean W<0,-0.027000000700354576,195,66,36,16.0,950
Reflectivity,P90,-30.0,0,0,0,0.0,950
Reflectivity,mean r>0,18.6200008392334,45,94,84,8.0,950
Reflectivity,max r>0,55.84199905395508,30,72,74,4.0,950
Precipitation,P90,0.0,70,68,98,,950
Precipitation,mean r>0,0.29899999499320984,120,94,82,,950
Precipitation,max r>0,33.12799835205078,115,70,74,,950
W,P90,0.042,60,132,106,17.0,951
W,P10,-0.041,130,96,50,12.0,951
W,mean W>0,0.03200000151991844,95,34,118,3.0,951
W,mean W<0,-0.02800000086426735,45,138,96,4.0,951
Reflectivity,P90,-30.0,0,0,0,0.0,951
Reflectivity,mean r>0,17.405000686645508,65,84,72,0.0,951
Reflectivity,max r>0,56.84000015258789,25,74,76,5.0,951
Precipitation,P90,0.0,75,80,100,,951
Precipitation,mean r>0,0.23100000619888306,60,66,82,,951
Precipitation,max r>0,19.954999923706055,100,70,78,,951
W,P90,0.034,140,62,142,14.0,952
W,P10,-0.034,145,50,92,8.0,952
W,mean W>0,0.027000000700354576,85,46,152,16.0,952
W,mean W<0,-0.02500000037252903,160,34,36,8.0,952
Reflectivity,P90,-30.0,0,0,0,0.0,952
Reflectivity,mean r>0,20.302000045776367,40,76,68,10.0,952
Reflectivity,max r>0,56.823001861572266,20,76,76,5.0,952
Precipitation,P90,0.0,0,0,0,,952
Precipitation,mean r>0,0.2720000147819519,65,74,80,,952
Precipitation,max r>0,22.575000762939453,80,74,76,,952
W,P90,0.041,95,128,144,1.0,953
W,P10,-0.041,180,64,50,19.0,953
W,mean W>0,0.03500000014901161,170,114,80,15.0,953
W,mean W<0,-0.029999999329447746,105,140,114,10.0,953
Reflectivity,P90,-30.0,0,0,0,0.0,953
Reflectivity,mean r>0,19.211000442504883,100,96,88,8.0,953
Reflectivity,max r>0,57.05699920654297,75,74,76,5.0,953
Precipitation,P90,0.0,195,128,104,,953
Precipitation,mean r>0,0.35100001096725464,80,90,74,,953
Precipitation,max r>0,29.74799919128418,110,70,74,,953
W,P90,0.156,195,20,138,4.0,954
W,P10,-0.159,80,42,68,6.0,954
W,mean W>0,0.24899999797344208,220,78,126,8.0,954
W,mean W<0,-0.13699999451637268,215,14,28,16.0,954
Reflectivity,P90,-25.67,145,62,76,0.0,954
Reflectivity,mean r>0,26.25,180,48,82,0.0,954
Reflectivity,max r>0,60.15399932861328,225,90,124,5.0,954
Precipitation,P90,0.301,200,26,64,,954
Precipitation,mean r>0,3.374000072479248,200,106,98,,954
Precipitation,max r>0,102.07599639892578,240,60,60,,954
W,P90,0.032,165,146,52,8.0,955
W,P10,-0.031,170,122,82,9.0,955
W,mean W>0,0.02500000037252903,145,68,140,9.0,955
W,mean W<0,-0.02199999988079071,80,102,36,12.0,955
Reflectivity,P90,-30.0,0,0,0,0.0,955
Reflectivity,mean r>0,18.347999572753906,40,86,76,9.0,955
Reflectivity,max r>0,53.832000732421875,30,72,74,4.0,955
Precipitation,P90,0.0,60,66,96,,955
Precipitation,mean r>0,0.20000000298023224,105,76,70,,955
Precipitation,max r>0,25.954999923706055,110,70,74,,955
W,P90,0.028,220,140,76,5.0,956
W,P10,-0.028,230,90,30,15.0,956
W,mean W>0,0.020999999716877937,210,142,4,11.0,956
W,mean W<0,-0.01899999938905239,100,52,146,13.0,956
Reflectivity,P90,-30.0,0,0,0,0.0,956
Reflectivity,mean r>0,17.426000595092773,50,64,70,1.0,956
Reflectivity,max r>0,53.20100021362305,30,72,74,4.0,956
Precipitation,P90,0.0,25,86,78,,956
Precipitation,mean r>0,0.11599999666213989,40,70,70,,956
Precipitation,max r>0,14.043999671936035,80,68,74,,956
W,P90,0.317,240,74,50,12.0,957
W,P10,-0.334,200,38,28,5.0,957
W,mean W>0,0.4869999885559082,205,122,90,10.0,957
W,mean W<0,-0.2669999897480011,70,112,60,13.0,957
Reflectivity,P90,9.931,215,92,48,5.0,957
Reflectivity,mean r>0,27.72599983215332,225,126,84,10.0,957
Reflectivity,max r>0,60.2400016784668,60,64,70,5.0,957
Precipitation,P90,3.643,110,60,74,,957
Precipitation,mean r>0,4.390999794006348,150,106,50,,957
Precipitation,max r>0,88.99600219726562,240,76,70,,957
W,P90,0.117,210,54,88,9.0,958
W,P10,-0.12,135,58,116,3.0,958
W,mean W>0,0.18199999630451202,125,118,92,3.0,958
W,mean W<0,-0.1080000028014183,205,8,118,16.0,958
Reflectivity,P90,-30.0,0,0,0,0.0,958
Reflectivity,mean r>0,26.091999053955078,170,86,84,6.0,958
Reflectivity,max r>0,58.83100128173828,50,74,76,5.0,958
Precipitation,P90,0.0,80,96,70,,958
Precipitation,mean r>0,2.6410000324249268,185,114,88,,958
Precipitation,max r>0,68.16699981689453,240,114,70,,958
W,P90,0.349,100,30,94,5.0,959
W,P10,-0.344,175,134,100,17.0,959
W,mean W>0,0.5519999861717224,115,102,48,17.0,959
W,mean W<0,-0.25600001215934753,180,70,8,4.0,959
Reflectivity,P90,25.797,235,146,0,0.0,959
Reflectivity,mean r>0,29.68199920654297,230,14,64,3.0,959
Reflectivity,max r>0,59.89099884033203,15,76,76,6.0,959
Precipitation,P90,7.151,235,18,122,,959
Precipitation,mean r>0,6.913000106811523,195,98,42,,959
Precipitation,max r>0,172.63800048828125,240,74,76,,959
W,P90,0.046,85,58,134,12.0,960
W,P10,-0.045,50,126,12,5.0,960
W,mean W>0,0.035999998450279236,80,140,150,3.0,960
W,mean W<0,-0.03200000151991844,215,76,100,3.0,960
Reflectivity,P90,-30.0,0,0,0,0.0,960
Reflectivity,mean r>0,21.09000015258789,180,58,78,3.0,960
Reflectivity,max r>0,59.72600173950195,25,74,76,5.0,960
Precipitation,P90,0.0,0,0,0,,960
Precipitation,mean r>0,0.5669999718666077,30,74,74,,960
Precipitation,max r>0,45.058998107910156,90,72,76,,960
W,P90,0.046,55,98,30,6.0,961
W,P10,-0.045,140,60,28,3.0,961
W,mean W>0,0.035999998450279236,70,26,30,4.0,961
W,mean W<0,-0.03200000151991844,125,84,122,2.0,961
Reflectivity,P90,-30.0,0,0,0,0.0,961
Reflectivity,mean r>0,21.09600067138672,60,80,82,2.0,961
Reflectivity,max r>0,59.73099899291992,25,74,76,5.0,961
Precipitation,P90,0.0,0,0,0,,961
Precipitation,mean r>0,0.5659999847412109,30,74,74,,961
Precipitation,max r>0,45.05099868774414,90,72,76,,961
W,P90,0.048,165,108,64,10.0,962
W,P10,-0.048,45,138,118,5.0,962
W,mean W>0,0.039000000804662704,200,10,82,15.0,962
W,mean W<0,-0.03400000184774399,70,130,96,10.0,962
Reflectivity,P90,-30.0,0,0,0,0.0,962
Reflectivity,mean r>0,20.656999588012695,50,90,76,10.0,962
Reflectivity,max r>0,59.9739990234375,30,72,76,5.0,962
Precipitation,P90,0.0,135,108,76,,962
Precipitation,mean r>0,0.5879999995231628,135,76,70,,962
Precipitation,max r>0,44.45600128173828,90,70,76,,962
W,P90,0.047,165,58,50,6.0,963
W,P10,-0.046,65,130,140,14.0,963
W,mean W>0,0.03700000047683716,200,16,54,8.0,963
W,mean W<0,-0.032999999821186066,95,20,30,15.0,963
Reflectivity,P90,-30.0,0,0,0,0.0,963
Reflectivity,mean r>0,21.7549991607666,75,78,68,1.0,963
Reflectivity,max r>0,59.452999114990234,25,74,76,5.0,963
Precipitation,P90,0.0,0,0,0,,963
Precipitation,mean r>0,0.6050000190734863,175,62,78,,963
Precipitation,max r>0,44.733001708984375,95,72,76,,963
W,P90,0.17,180,76,52,12.0,964
W,P10,-0.177,220,22,152,16.0,964
W,mean W>0,0.257999986410141,150,94,50,8.0,964
W,mean W<0,-0.1509999930858612,125,48,38,17.0,964
Reflectivity,P90,-30.0,0,0,0,0.0,964
Reflectivity,mean r>0,27.950000762939453,215,100,70,9.0,964
Reflectivity,max r>0,59.75199890136719,20,74,76,5.0,964
Precipitation,P90,0.63,185,90,36,,964
Precipitation,mean r>0,2.9839999675750732,185,72,116,,964
Precipitation,max r>0,120.00399780273438,240,72,76,,964
W,P90,0.049,155,136,142,17.0,965
W,P10,-0.049,115,64,138,4.0,965
W,mean W>0,0.039000000804662704,160,54,72,12.0,965
W,mean W<0,-0.03500000014901161,215,114,46,9.0,965
Reflectivity,P90,-30.0,0,0,0,0.0,965
Reflectivity,mean r>0,20.801000595092773,230,70,78,4.0,965
Reflectivity,max r>0,59.94499969482422,25,74,76,5.0,965
Precipitation,P90,0.0,115,90,58,,965
Precipitation,mean r>0,0.5419999957084656,90,78,68,,965
Precipitation,max r>0,44.816001892089844,85,72,76,,965
W,P90,0.036,150,2,132,10.0,966
W,P10,-0.036,205,78,18,10.0,966
W,mean W>0,0.02800000086426735,90,148,48,12.0,966
W,mean W<0,-0.02500000037252903,205,32,96,10.0,966
Reflectivity,P90,-30.0,0,0,0,0.0,966
Reflectivity,mean r>0,21.614999771118164,35,80,78,4.0,966
Reflectivity,max r>0,59.090999603271484,25,74,76,5.0,966
Precipitation,P90,0.0,0,0,0,,966
Precipitation,mean r>0,0.5350000262260437,80,80,82,,966
Precipitation,max r>0,45.20000076293945,90,72,76,,966
W,P90,0.052,60,44,126,17.0,967
W,P10,-0.051,105,134,120,19.0,967
W,mean W>0,0.04100000113248825,145,14,74,10.0,967
W,mean W<0,-0.03700000047683716,80,16,114,8.0,967
Reflectivity,P90,-30.0,0,0,0,0.0,967
Reflectivity,mean r>0,21.108999252319336,215,50,80,7.0,967
Reflectivity,max r>0,59.902000427246094,25,74,76,5.0,967
Precipitation,P90,0.0,120,80,50,,967
Precipitation,mean r>0,0.5260000228881836,50,76,76,,967
Precipitation,max r>0,44.99399948120117,90,72,76,,967
W,P90,0.044,240,78,42,4.0,968
W,P10,-0.044,145,152,58,15.0,968
W,mean W>0,0.03400000184774399,115,22,104,0.0,968
W,mean W<0,-0.03099999949336052,155,92,136,17.0,968
Reflectivity,P90,-30.0,0,0,0,0.0,968
Reflectivity,mean r>0,21.17300033569336,50,84,70,10.0,968
Reflectivity,max r>0,59.599998474121094,25,74,76,5.0,968
Precipitation,P90,0.0,0,0,0,,968
Precipitation,mean r>0,0.5429999828338623,210,50,80,,968
Precipitation,max r>0,44.37900161743164,90,72,76,,968
W,P90,0.127,175,68,112,3.0,969
W,P10,-0.132,130,60,110,15.0,969
W,mean W>0,0.18199999630451202,240,80,120,15.0,969
W,mean W<0,-0.11699999868869781,70,104,44,5.0,969
Reflectivity,P90,-30.0,0,0,0,0.0,969
Reflectivity,mean r>0,26.864999771118164,240,102,72,10.0,969
Reflectivity,max r>0,59.51599884033203,30,72,76,5.0,969
Precipitation,P90,0.004,235,48,4,,969
Precipitation,mean r>0,2.1579999923706055,230,92,30,,969
Precipitation,max r>0,74.63200378417969,240,40,82,,969
W,P90,0.258,200,140,96,7.0,970
W,P10,-0.259,150,44,78,12.0,970
W,mean W>0,0.38199999928474426,155,62,108,14.0,970
W,mean W<0,-0.19699999690055847,185,30,24,9.0,970
Reflectivity,P90,-0.369,230,106,118,8.0,970
Reflectivity,mean r>0,28.649999618530273,195,102,30,7.0,970
Reflectivity,max r>0,59.90599822998047,65,70,80,5.0,970
Precipitation,P90,1.95,185,66,38,,970
Precipitation,mean r>0,4.998000144958496,215,108,28,,970
Precipitation,max r>0,135.83799743652344,240,78,72,,970
W,P90,0.25,155,42,140,12.0,971
W,P10,-0.251,210,90,18,12.0,971
W,mean W>0,0.3790000081062317,240,82,34,2.0,971
W,mean W<0,-0.1940000057220459,90,116,84,1.0,971
Reflectivity,P90,-0.959,240,58,76,3.0,971
Reflectivity,mean r>0,28.702999114990234,185,110,40,9.0,971
Reflectivity,max r>0,59.9640007019043,65,70,80,5.0,971
Precipitation,P90,2.032,210,72,22,,971
Precipitation,mean r>0,5.0960001945495605,240,42,8,,971
Precipitation,max r>0,140.79299926757812,240,76,74,,971
W,P90,0.193,205,64,48,1.0,972
W,P10,-0.203,120,58,128,8.0,972
W,mean W>0,0.328000009059906,225,78,112,12.0,972
W,mean W<0,-0.16500000655651093,205,144,30,8.0,972
Reflectivity,P90,0.787,230,98,4,0.0,972
Reflectivity,mean r>0,27.929000854492188,175,70,138,3.0,972
Reflectivity,max r>0,59.268001556396484,25,76,78,5.0,972
Precipitation,P90,1.125,225,38,40,,972
Precipitation,mean r>0,4.710000038146973,195,50,56,,972
Precipitation,max r>0,121.49500274658203,240,74,80,,972
W,P90,0.237,150,72,128,7.0,973
W,P10,-0.245,35,30,70,5.0,973
W,mean W>0,0.3720000088214874,215,40,76,4.0,973
W,mean W<0,-0.1940000057220459,120,48,104,3.0,973
Reflectivity,P90,-2.508,125,118,72,3.0,973
Reflectivity,mean r>0,28.62700080871582,115,72,52,3.0,973
Reflectivity,max r>0,59.90299987792969,200,62,90,5.0,973
Precipitation,P90,1.819,200,120,54,,973
Precipitation,mean r>0,4.599999904632568,240,152,84,,973
Precipitation,max r>0,112.45700073242188,240,78,76,,973
W,P90,0.254,115,102,112,9.0,974
W,P10,-0.26,200,14,130,1.0,974
W,mean W>0,0.4020000100135803,220,110,66,11.0,974
W,mean W<0,-0.19900000095367432,205,102,32,13.0,974
Reflectivity,P90,3.824,205,72,66,11.0,974
Reflectivity,mean r>0,28.910999298095703,210,96,22,6.0,974
Reflectivity,max r>0,60.14799880981445,65,70,80,5.0,974
Precipitation,P90,2.739,230,104,18,,974
Precipitation,mean r>0,5.321000099182129,225,64,16,,974
Precipitation,max r>0,135.10400390625,240,76,72,,974
W,P90,0.193,125,96,122,14.0,975
W,P10,-0.189,195,2,138,13.0,975
W,mean W>0,0.3050000071525574,50,86,90,1.0,975
W,mean W<0,-0.14900000393390656,160,6,82,10.0,975
Reflectivity,P90,-13.951,150,92,22,9.0,975
Reflectivity,mean r>0,28.60300064086914,220,24,56,8.0,975
Reflectivity,max r>0,60.13199996948242,65,68,82,5.0,975
Precipitation,P90,1.657,230,138,74,,975
Precipitation,mean r>0,5.420000076293945,165,116,66,,975
Precipitation,max r>0,159.69900512695312,240,74,82,,975
W,P90,0.263,70,104,108,11.0,976
W,P10,-0.264,85,68,108,13.0,976
W,mean W>0,0.4129999876022339,175,122,124,15.0,976
W,mean W<0,-0.20499999821186066,35,92,124,7.0,976
Reflectivity,P90,4.968,195,116,94,8.0,976
Reflectivity,mean r>0,29.18899917602539,100,96,54,7.0,976
Reflectivity,max r>0,61.608001708984375,55,78,82,5.0,976
Precipitation,P90,3.602,185,120,92,,976
Precipitation,mean r>0,5.651000022888184,220,98,34,,976
